CoilID,ens5
711,0.014925377629697322
1542,0.00512197376228869
1232,0.011935334652662277
600,0.0027939718216657638
1087,0.12897171899676324
1401,0.001999520231038332
217,0.22439113557338713
877,0.027356232330203057
1117,0.007500440627336502
555,0.0027385707944631577
1095,0.00714676883071661
732,0.04186639115214348
1298,0.009857032634317874
940,0.29979385137557985
1082,0.0031051051802933214
735,0.04144520610570908
923,0.031967106461524966
1209,0.0020393408834934235
1138,0.5577247262001037
654,0.9399314641952514
215,0.0982016921043396
403,0.14380107671022416
1157,0.02841080129146576
1556,0.0031380119267851113
826,0.15181872397661209
857,0.138621723651886
239,0.2589774191379547
376,0.7055785417556762
274,0.6998176217079163
1448,0.006661952007561922
459,0.04469820261001587
2,0.003126111626625061
112,0.2884362399578094
730,0.6646737933158875
1650,0.0045297435950487856
1334,0.001696421718224883
1049,0.004499482223764062
240,0.017134296521544457
829,0.34874302744865415
1183,0.551115357875824
1425,0.005875480733811856
1206,0.0037084458395838737
1562,0.00908045880496502
759,0.6490753173828125
100,0.005607772246003151
282,0.5336354374885559
1647,0.02073126323521137
419,0.0035939632914960386
420,0.0016458106227219104
1040,0.004832974728196859
1463,0.0024713053833693268
1597,0.002286062901839614
1583,0.004893610533326864
537,0.04147840961813927
1513,0.0048539625946432356
599,0.01772721018642187
421,0.023154544271528722
1526,0.03577128704637289
1161,0.025446784123778342
1330,0.0029677001293748617
994,0.4384873747825623
1602,0.02292100675404072
1264,0.014004739560186863
21,0.08320597037672997
822,0.811267352104187
1027,0.02080070786178112
1540,0.00749196233227849
1145,0.008118211850523948
302,0.3570914328098297
398,0.0011122135678306223
1418,0.011060901079326868
1417,0.0073080739006400105
691,0.3797458589076996
685,0.01642703525722027
1534,0.001244644564576447
1025,0.16180238723754883
1568,0.002817256608977914
694,0.7512421846389771
500,0.3515899658203125
1477,0.0034305648878216743
1090,0.018395546078681945
170,0.0036019843071699144
1179,0.08752453327178955
539,0.0228313148021698
1582,0.002053951006382704
1537,0.002074515912681818
684,0.02715909220278263
140,0.08266813531517983
1460,0.003766510495916009
96,0.17060849368572234
351,0.0011481798719614744
1132,0.011702702194452286
1150,0.006681892555207014
1124,0.010526828188449144
806,0.5463125109672546
1666,0.01657164189964533
1598,0.003908627899363637
1304,0.013409522734582425
491,0.02458144910633564
474,0.0068526556715369225
683,0.0054993217810988424
954,0.011931473668664695
1234,0.003749943291768432
1663,0.002928106812760234
289,0.009279271773993968
670,0.03890776410698891
622,0.1077089250087738
229,0.00766777666285634
1498,0.15003022104501723
631,0.3830672323703766
1593,0.004281215975061059
171,0.02233455255627632
1386,0.007839737087488174
9,0.00910073248669505
883,0.191355562210083
1028,0.015239178389310836
1468,0.0019625881453976036
1266,0.010959892440587283
307,0.0012618256499990822
507,0.03613255098462105
1085,0.05460302829742432
1337,0.0032660095021128654
54,0.09325726851820945
1344,0.016735772602260113
1287,0.011055090837180615
1321,0.002446076925843954
961,0.0647092804312706
411,0.006557158939540386
511,0.1753555044531822
1024,0.04687481336295605
946,0.035247312486171724
15,0.005344683071598411
862,0.00321970134973526
933,0.26508758068084715
494,0.05127244591712952
1617,0.002300816122442484
292,0.01998114716261625
602,0.003908980498090386
532,0.8787328362464905
803,0.47706166505813596
919,0.08227529972791672
682,0.01591222230345011
776,0.7213851332664489
838,0.004281270038336516
1092,0.00858311764895916
1548,0.011009903717786073
437,0.0021235493011772634
1616,0.0032715792302042248
867,0.046329520642757416
1242,0.0030724338022992013
1251,0.009023768082261085
1184,0.31373004913330077
538,0.007732594385743141
153,0.2518399268388748
1651,0.01880273763090372
1511,0.009342347923666238
1565,0.0031337256543338297
144,0.08099686130881309
121,0.7865952968597412
614,0.006085777655243874
1560,0.0029199915006756783
1392,0.001874478696845472
748,0.009809678979218006
958,0.8635363340377807
1491,0.21085054874420167
747,0.017045149207115175
797,0.023443022184073924
246,0.9049337983131409
235,0.0029876420041546224
1676,0.005653577670454979
264,0.04335262440145016
212,0.009954209811985493
1547,0.005182826425880194
972,0.1425641730427742
1355,0.033962829038500786
309,0.006695477105677128
1328,0.0013339516008272767
1371,0.001962206978350878
551,0.003022784600034356
917,0.06570554077625275
941,0.08950182348489762
1520,0.05416502617299557
1189,0.1829407513141632
853,0.025623492524027826
425,0.0019052734598517418
1570,0.005066446494311094
197,0.036902545392513274
410,0.007467393763363361
1137,0.7100765585899353
1452,0.0028653908520936966
156,0.05879326909780502
1022,0.20307793617248535
996,0.4861696124076843
1492,0.03931702896952629
216,0.008078230824321509
488,0.006341813690960407
893,0.0032925124745815993
1023,0.1903096467256546
1227,0.002503637038171291
1591,0.004347381414845586
404,0.04589873105287552
210,0.0055707949213683605
132,0.0065049675293266775
835,0.6907695412635804
1377,0.0021874528145417573
1187,0.7514780282974243
692,0.0031990582589060067
457,0.01107228547334671
329,0.003773887548595667
1043,0.005496240593492985
41,0.016326161846518517
1347,0.009956593438982964
199,0.010991005320101976
1630,0.0025054167956113814
1607,0.002009764313697815
1091,0.3312233418226242
582,0.04472498670220375
625,0.0035078621469438074
1506,0.009143729228526354
836,0.14300883412361146
586,0.027324408665299414
675,0.0027196295326575638
481,0.038595207035541534
27,0.018395140767097473
1097,0.3662930250167847
601,0.0020989710465073586
35,0.11131095737218857
1063,0.195166015625
1170,0.1487413078546524
104,0.0026716439286246898
1133,0.004894159734249115
1643,0.0035392777528613804
802,0.09507194459438324
781,0.021235530637204646
1118,0.024378061294555664
275,0.3106976389884949
1444,0.007394883502274752
979,0.005647947452962399
485,0.009877192322164774
859,0.14383117556571962
1688,0.0032697653397917746
1336,0.0036771368235349656
1202,0.004615525947883725
257,0.046372924000024796
897,0.03017866127192974
131,0.0030860493425279856
528,0.03921477347612381
176,0.038136448711156845
1494,0.1791525363922119
1589,0.005982335191220045
1557,0.0019340499071404337
196,0.0058328786864876745
207,0.07026085108518601
462,0.04635281004011631
1627,0.002372479811310768
1426,0.004284988483414054
902,0.10939003378152848
866,0.004421167634427547
161,0.07679399326443673
107,0.005351623427122832
1481,0.002126622316427529
856,0.09286141842603683
211,0.00456471685320139
1073,0.5184178709983825
751,0.01015191562473774
1592,0.005435169534757733
22,0.15957965850830078
1362,0.002235904522240162
515,0.002469427278265357
496,0.023202928155660628
1318,0.015153970383107663
265,0.00528313647955656
693,0.07710779011249543
593,0.0032203652430325747
65,0.06165044456720352
1450,0.0040864630602300165
1453,0.005574015341699124
160,0.11171903312206269
1471,0.002349606715142727
1274,0.023385439813137055
1129,0.004567175498232245
666,0.010903651360422373
1295,0.03089311197400093
962,0.09453627616167068
1380,0.002216595038771629
331,0.04189623668789864
416,0.004820259846746921
1346,0.27686814665794374
1412,0.007401618827134371
162,0.29560274481773374
736,0.03940145336091518
477,0.0492842573672533
648,0.014748127013444901
1238,0.0020813902374356985
1434,0.018393268808722496
38,0.0038438056595623492
1223,0.007286981865763664
1111,0.7177125334739685
1594,0.00425974945537746
297,0.5170783281326294
943,0.12805114686489105
1260,0.014984839968383313
344,0.06888194382190704
1088,0.06384851932525634
926,0.00532623496837914
1611,0.006945914216339588
358,0.12319832146167756
1567,0.0034509089309722185
1210,0.007928830757737159
422,0.035927805677056314
1482,0.003998371167108416
639,0.02772664949297905
1442,0.005828292947262526
406,0.0054894990753382444
1263,0.013175186514854432
1407,0.002974958159029484
804,0.14755118787288665
1100,0.40642131567001344
1561,0.003716035187244415
1478,0.008178341016173363
1019,0.04679571092128754
705,0.003025052370503545
1233,0.01004184763878584
1216,0.039631422609090805
704,0.002348112780600786
252,0.005828639585524797
361,0.05385409742593765
841,0.12846833914518357
1215,0.008983999490737915
226,0.0009491264470852911
770,0.009843615163117648
1203,0.003459452744573355
397,0.018041813373565675
1489,0.008567893691360951
1429,0.002310159895569086
934,0.006277654971927405
571,0.03962530381977558
1374,0.01162356398999691
14,0.06134043112397194
